,aveIF,cocount2008,count5years,highIF,his_count,modi_name,revcount,selfcount2008,sumIF,t_cost,zipcode
4406,7.57853333333,63,21,41.667,,"BROWN, BRIAN",2,30,227.356,4988588.0,10029
4407,4.64227586207,27,23,9.611,,"BROWN, BRYAN",7,29,134.626,1150508.0,15213
4408,0.0,1,0,0.0,,"BROWN, C.",0,0,0.0,2539727.0,95618
4409,2.257,13,5,3.505,,"BROWN, CANDACE",2,8,18.056,1805288.0,38103
4410,7.60370731707,73,28,40.137,,"BROWN, CAROLYN",5,41,311.752,946581.0,52246
4411,3.8424,100,42,19.309,,"BROWN, CHARLES",5,65,249.756,157545.0,21205
4412,9.7866,76,11,72.406,,"BROWN, CHRISTINE",1,15,146.799,12000.0,54487
4413,5.39961728395,202,81,41.667,,"BROWN, CHRISTOPHER",9,81,437.369,5675145.0,19104
4414,5.06636363636,52,15,17.135,,"BROWN, CYNTHIA",0,22,111.46,498989.0,35294
4415,2.82881188119,155,58,12.124,,"BROWN, DANIEL",17,101,285.71,20000.0,32611
4416,3.71184615385,24,11,6.273,,"BROWN, DARRON",1,13,48.254,349500.0,46202
4417,6.99034782609,180,92,47.831,,"BROWN, DAVID",14,92,643.112,1330545.0,24061
4418,3.7236875,40,10,8.851,,"BROWN, DEBORAH",3,16,59.579,351312.0,68583
4419,4.22186111111,84,20,8.966,,"BROWN, DENNIS",9,36,151.987,5533622.0,2114
4420,4.62751724138,56,14,19.309,,"BROWN, DEVIN",1,29,134.198,5630596.0,48109
4421,4.44888235294,40,7,29.886,,"BROWN, DONALD",2,17,75.631,716040.0,92617
4422,0.0,1,0,0.0,,"BROWN, E",0,0,0.0,9520408.0,75390
4423,3.5142,66,9,15.745,,"BROWN, EDWARD",7,20,70.284,200807.0,14627
4424,3.7513,199,40,27.959,,"BROWN, ELIZABETH",3,60,225.078,5793603.0,35294
4425,0.0,86,39,72.406,,"BROWN, EMERY",5,51,413.614,5104708.0,2114
4426,7.58514285714,97,39,72.406,,"BROWN, EMERY",5,56,424.768,5104708.0,2114
4427,6.24321518987,200,79,41.667,,"BROWN, ERIC",14,79,493.214,4967222.0,19104
4428,3.86381666667,155,43,14.176,,"BROWN, GREGORY",11,60,231.829,2072545.0,19104
4429,0.0,0,0,0.0,,"BROWN, H.",0,0,0.0,314000.0,37240
4430,6.50915238095,164,105,47.831,,"BROWN, JAMES",18,105,683.461,747000.0,94720
4431,3.83645833333,40,20,8.643,,"BROWN, JARED",4,24,92.075,2880951.0,80045
4432,4.96275862069,65,17,41.667,,"BROWN, JASON",0,29,143.92,224859.0,78756
4433,3.72825,10,6,5.067,,"BROWN, JAY",1,12,44.739,294857.0,22904
4434,5.66912087912,171,83,47.831,,"BROWN, JENNIFER",22,91,515.89,897938.0,2215
4435,5.81497826087,39,30,72.406,,"BROWN, JEREMIAH",7,46,267.489,4799531.0,3755
4436,6.81235,55,28,72.406,,"BROWN, JESSICA",6,40,272.494,497053.0,46556
4437,6.998,40,13,19.309,,"BROWN, JOAN",9,28,195.944,2728976.0,92093
4438,3.96283333333,143,39,11.911,,"BROWN, JOHN",8,90,356.655,2395512.0,94304
4439,3.87272093023,77,25,19.309,,"BROWN, JONATHAN",0,43,166.527,3264472.0,44195
4440,4.79323863636,45,70,19.896,,"BROWN, JOSHUA",5,88,421.805,196093.0,47401
4441,3.39692592593,117,62,24.008,,"BROWN, JUSTIN",12,81,275.151,595171.0,16802
4442,8.65927272727,4,8,47.928,,"BROWN, KATHLYNN",2,11,95.252,3146878.0,94025
4443,4.9115,13,8,9.661,,"BROWN, KIM",0,12,58.938,736492.0,97207
4444,3.07827272727,55,29,16.796,,"BROWN, LARRY",5,44,135.444,4138872.0,2903
4445,3.64483333333,94,33,40.137,,"BROWN, LAURA",6,42,153.083,1063631.0,80045
4446,3.59056862745,78,37,72.406,,"BROWN, LAWRENCE",5,51,183.119,164150.0,19104
4447,0.0,1,0,0.0,,"BROWN, M",0,0,0.0,1583626.0,2114
4448,5.11292771084,182,82,40.137,,"BROWN, MARK",14,83,424.373,2236494.0,30602
4449,3.57185185185,105,29,9.776,,"BROWN, MARY",5,54,192.88,885434.0,46202
4450,5.04074683544,89,38,28.396,,"BROWN, MELISSA",17,79,398.219,922457.0,60611
4451,4.81256435644,170,101,47.928,,"BROWN, MICHAEL",23,101,486.069,5848738.0,85721
4452,2.78183333333,43,10,14.789,,"BROWN, MICHELLE",2,12,33.382,180636.0,92507
4453,12.4054285714,103,16,37.205,,"BROWN, MYLES",3,28,347.352,2204264.0,2215
4454,2.91033333333,5,6,5.988,,"BROWN, NADEAN",0,12,34.924,2478094.0,95618
4455,8.43817777778,57,23,19.309,,"BROWN, NANCY",5,45,379.718,3433139.0,37232
4456,5.25935353535,168,62,40.137,,"BROWN, PATRICK",15,99,520.676,782183.0,10032
4457,4.27777777778,27,6,9.776,,"BROWN, PHIL",2,9,38.5,26000.0,2115
4458,7.21663333333,38,17,47.831,,"BROWN, POWEL",12,30,216.499,20000.0,77030
4459,8.79706666667,22,12,72.406,,"BROWN, RANDALL",2,15,131.956,1318797.0,53715
4460,5.68653333333,9,8,19.939,,"BROWN, RHODERICK",2,15,85.298,1130406.0,55455
4461,4.66104081633,165,98,47.928,,"BROWN, RICHARD",17,98,456.782,5940059.0,78759
4462,5.83883333333,8,10,27.312,,"BROWN, RITCHIE",4,12,70.066,1005801.0,2115
4463,6.4961010101,193,99,72.406,,"BROWN, ROBERT",11,99,643.114,6457856.0,1655
4464,3.21575,48,18,6.857,,"BROWN, RUSSELL",3,40,128.63,449914.0,37614
4465,6.36901960784,39,44,47.831,,"BROWN, SAMUEL",5,51,324.82,216795.0,84111
4466,4.03143478261,55,25,37.205,,"BROWN, SANDRA",4,69,278.169,1858030.0,92093
4467,3.49580246914,162,58,11.922,,"BROWN, SCOTT",16,81,283.16,539766.0,30602
4468,1.95108,21,22,3.562,,"BROWN, SHARON",4,25,48.777,958748.0,78759
4469,11.063125,4,6,40.137,,"BROWN, SOLANGE",2,8,88.505,765306.0,21205
4470,4.17513043478,54,53,47.831,,"BROWN, STEPHANIE",9,69,288.084,300000.0,11794
4471,2.89777235772,147,97,13.858,,"BROWN, STEPHEN",12,123,356.426,426688.0,5405
4472,3.76582608696,107,35,40.137,,"BROWN, SUSAN",8,69,259.842,477176.0,94612
4473,3.08016346154,119,56,17.135,,"BROWN, THOMAS",7,104,320.337,2290248.0,45435
4474,5.2305,157,64,72.406,,"BROWN, TIMOTHY",8,92,481.206,3646008.0,2215
4475,4.94949253731,135,48,19.896,,"BROWN, TODD",7,67,331.616,3707229.0,21205
4476,3.67146666667,45,9,6.559,,"BROWN, TRUMAN",0,15,55.072,1729535.0,29403
4477,3.98275968992,143,100,47.831,,"BROWN, WENDY",24,129,513.776,366312.0,99164
4478,4.92811827957,157,51,40.137,,"BROWN, WILLIAM",18,93,458.315,2398429.0,27701
4479,4.38168421053,16,12,18.164,,"BROWN-BORG, HOLLY",4,19,83.252,642275.0,58202
4480,3.60525,2,7,8.216,,"BROWNE, SARA",0,8,28.842,3498070.0,92093
4481,4.71888888889,13,9,7.277,,"BROWNELL, ANNA-LIISA",1,9,42.47,4537898.0,2114
4482,3.0290625,2,12,4.195,,"BROWNELL, CELIA",0,16,48.465,186069.0,15213
4483,0.0,4,0,0.0,,"BROWNELL, PETER",0,0,0.0,145388.0,90401
4484,3.587375,19,1,4.542,,"BROWNELL, WILLIAM",0,8,28.699,2621940.0,77030
4485,7.40988888889,16,11,9.025,,"BROWNING, BRIAN",1,18,133.378,2019898.0,98195
4486,2.92316666667,14,10,4.945,,"BROWNING, CHRISTOPHER",0,12,35.078,2317320.0,43210
4487,4.407,9,4,5.997,,"BROWNING, DARREN",4,8,35.256,1544838.0,30912
4488,7.89478947368,35,8,18.392,,"BROWNING, JEFFREY",4,19,150.001,1626657.0,75390
4489,5.436125,12,8,18.392,,"BROWNING, KIRSTEEN",6,8,43.489,824829.0,17033
4490,2.58677272727,11,18,4.141,,"BROWNING, RAYMOND",2,22,56.909,33882.0,80523
4491,6.79242105263,17,10,9.025,,"BROWNING, SHARON",2,19,129.056,1182097.0,98195
4492,0.829,10,1,0.829,,"BROWNING, STEVEN",0,1,0.829,1550681.0,40526
4493,3.92740151515,100,100,47.831,,"BROWNSON, ROSS",51,132,518.417,7110201.0,63130
4494,14.1429027778,95,49,72.406,,"BROWNSTEIN, JOHN",4,72,1018.289,2797187.0,2115
4495,6.55633333333,12,3,13.217,,"BROWNSTEIN, MICHAEL",0,3,19.669,1194075.0,18015
4496,8.93,34,35,30.41,,"BROXMEYER, HAL",17,65,580.45,8055004.0,46202
4497,5.8012962963,28,13,40.137,,"BROYDE, SUSE",3,27,156.635,2723593.0,10012
4498,0.723,3,0,0.723,,"BROYLES, ROBERT",0,1,0.723,218435.0,73104
4499,11.5892,9,2,13.164,,"BROZE, GEORGE",0,5,57.946,2388838.0,63130
4500,6.38112307692,93,34,72.406,,"BRUBAKER, LINDA",3,65,414.773,956576.0,60153
4501,0.0,0,0,0.0,,"BRUCCOLERI, CHRISTIAN",0,0,0.0,229742.0,77845
4502,7.33470967742,60,26,72.406,,"BRUCE, BEAU",3,31,227.376,316750.0,30322
4503,5.1984,53,3,19.309,,"BRUCE, CHARLES",3,10,51.984,2985568.0,32224
4504,5.86613043478,33,16,47.831,,"BRUCE, DOUGLAS",5,23,134.921,313201.0,60604
4505,2.804,19,2,3.244,,"BRUCE, JACQUELINE",2,5,14.02,3039083.0,97401
4506,4.900525,21,21,12.124,,"BRUCE, JAMES",2,40,196.021,3592717.0,98195
4507,3.98248,97,33,16.559,,"BRUCE, JEFFREY",12,50,199.124,2900016.0,10032
4508,4.14938461538,52,29,47.831,,"BRUCE, MARTHA",7,52,215.768,3507122.0,3755
4509,5.02368421053,33,10,11.412,,"BRUCE-KELLER, ANNADORA",1,19,95.45,1221000.0,70808
4510,5.91066666667,0,3,9.661,,"BRUCH, ELIZABETH",1,3,17.732,805492.0,48109
4511,10.0600769231,30,20,37.205,,"BRUCHAS, MICHAEL",4,26,261.562,7604102.0,63130
4512,6.75557142857,17,23,25.062,,"BRUCHEZ, MARCEL",4,28,189.156,6358329.0,15213
4513,4.25975,8,11,9.661,,"BRUCK, IRINA",0,16,68.156,81706.0,32306
4514,0.0,0,0,0.0,,"BRUCKBAUER, THOMAS",0,0,0.0,1555149.0,37777
4515,5.71048,18,17,72.406,,"BRUCKNER, ANNA",3,25,142.762,30000.0,80045
4516,4.11839285714,17,18,9.776,,"BRUCKNER, TIM",0,28,115.315,274013.0,92617
4517,4.15629166667,12,13,14.176,,"BRUDER, GERARD",1,24,99.751,370668.0,10032
4518,4.18842857143,8,4,6.688,,"BRUDER, JOSEPH",0,7,29.319,300000.0,20878
4519,2.181,0,0,2.181,,"BRUECKNER, KATJA",0,1,2.181,1630696.0,94118
4520,9.7093,11,6,27.959,,"BRUECKNER, MARTINA",2,10,97.093,2506052.0,6520
4521,4.46111764706,45,18,8.299,,"BRUEHL, STEPHEN",5,34,151.678,4638705.0,37232
4522,0.0,0,0,0.0,,"BRUELL, LUCY",0,0,0.0,993628.0,10023
4523,5.83494736842,19,9,19.309,,"BRUEMMER, DENNIS",5,19,110.864,1454186.0,15213
4524,0.0,2,0,0.0,,"BRUENING, ERIC",0,0,0.0,5588980.0,97006
4525,0.0,0,0,0.0,,"BRUENING, MEREDITH",0,0,0.0,757406.0,85287
4526,2.238,3,0,2.238,,"BRUENING-WRIGHT, ANDREW",0,1,2.238,1184308.0,44128
4527,12.6609090909,27,26,47.831,,"BRUGAROLAS, JAMES",1,33,417.81,1635702.0,75390
4528,5.32533333333,5,3,7.592,,"BRUGAROLAS, PEDRO",0,3,15.976,249000.0,2114
4529,2.79133333333,28,12,9.776,,"BRUGGE, DOUG",0,18,50.244,1421693.0,2111
4530,17.123027027,27,19,40.137,,"BRUGGE, JOAN",3,37,633.552,1715035.0,2115
4531,7.209375,18,5,8.966,,"BRUGGEMAN, LESLIE",0,8,57.675,2547338.0,44106
4532,4.36063636364,18,9,8.769,,"BRUGMANN, SAMANTHA",4,11,47.967,2991432.0,45229
4533,9.757875,11,6,37.205,,"BRUICK, RICHARD",3,8,78.063,911442.0,75390
4534,3.344,5,5,4.239,,"BRUIJNZEEL, ADRIAAN",1,5,16.72,1037407.0,32611
4535,2.3078,3,2,3.566,,"BRUMBERG, JONATHAN",1,5,11.539,275407.0,66045
4536,7.57928571429,11,12,17.135,,"BRUMMEL, NATHAN",3,14,106.11,156541.0,37240
4537,8.48834615385,38,18,40.137,,"BRUN, YVES",5,26,220.697,4203323.0,47401
4538,0.0,0,0,0.0,,"BRUNA, KATHERINE",0,0,0.0,665989.0,50011
4539,2.9502,37,6,4.302,,"BRUNDAGE, RICHARD",0,10,29.502,255658.0,55455
4540,4.32233333333,32,9,5.988,,"BRUNDEN, KURT",2,12,51.868,2268542.0,19104
4541,5.3261875,14,9,15.307,,"BRUNDIN, LENA",2,16,85.219,1243794.0,49503
4542,9.13526923077,48,34,47.831,,"BRUNDIN, PATRIK",19,52,475.034,1119307.0,49503
4543,15.0476296296,32,19,40.137,,"BRUNEAU, BENOIT",8,27,406.286,2342367.0,94158
4544,0.0,0,0,0.0,,"BRUNELLE, ALAN",0,0,0.0,675057.0,98122
4545,7.04916666667,7,4,25.062,,"BRUNELLI, LUCA",0,6,42.295,77331.0,84112
4546,4.175375,15,8,9.054,,"BRUNENGRABER, HENRI",2,16,66.806,212221.0,44106
4547,7.79623529412,15,10,25.87,,"BRUNER, STEVEN",6,17,132.536,526905.0,32611
4548,18.5515,20,31,40.137,,"BRUNET, ANNE",12,44,816.266,6387833.0,94304
4549,4.69333333333,10,2,5.68,,"BRUNET, SYLVAIN",0,3,14.08,435875.0,44195
4550,0.0,1,0,0.0,,"BRUNETTE, MARIA",0,0,0.0,626555.0,1854
4551,2.2576,34,16,3.986,,"BRUNETTE, MARY",0,20,45.152,2242938.0,3755
4552,10.8001176471,34,23,40.137,,"BRUNGER, AXEL",5,34,367.204,2653261.0,94304
4553,4.15533333333,4,2,6.375,,"BRUNICARDI, FRANCIS",0,3,12.466,218813.0,90095
4554,3.276625,1,5,4.555,,"BRUNJES, PETER",0,8,26.213,1001253.0,22904
4555,4.7796,11,5,7.4,,"BRUNKEN, WILLIAM",0,5,23.898,1913898.0,13210
4556,3.69457142857,12,3,7.072,,"BRUNNER, DANIELA",1,7,25.862,829176.0,10591
4557,3.00442857143,11,4,5.571,,"BRUNNER, GERD",1,7,21.031,518262.0,77030
4558,5.08766666667,32,27,37.205,,"BRUNO, JOHN",2,45,228.945,2228518.0,78229
4559,13.058375,9,4,37.205,,"BRUNO, RANDY",1,8,104.467,2514964.0,10032
4560,4.80623076923,16,14,13.858,,"BRUNOLD, THOMAS",0,26,124.962,542732.0,53715
4561,3.279,13,6,6.442,,"BRUNS, ERIC",3,13,42.627,989986.0,87505
4562,1.413,0,0,1.413,,"BRUNS, TIMOTHY",0,1,1.413,404678.0,48109
4563,7.0405,11,2,10.514,,"BRUNSKI, JOHN",1,2,14.081,1371220.0,94304
4564,0.0,2,0,0.0,,"BRUNSON, KENNARD",0,0,0.0,1725335.0,23112
4565,5.57536363636,4,11,13.204,,"BRUNST, KELLY",2,11,61.329,248321.0,45221
4566,5.3471,7,6,13.217,,"BRUNZELL, DARLENE",3,10,53.471,1304760.0,23298
4567,0.0,90,0,0.0,,"BRUSCHWEILER, RAFAEL",0,0,0.0,910228.0,43210
4568,5.0845,10,6,12.124,,"BRUSCIA, EMANUELA",2,8,40.676,837500.0,6520
4569,0.8955,4,2,0.964,,"BRUSH, JENNIFER",0,2,1.791,148007.0,44139
4570,4.21375,5,1,4.889,,"BRUSHART, THOMAS",1,4,16.855,690845.0,21205
4571,5.69714285714,30,7,9.661,,"BRUSKO, TODD",5,14,79.76,665065.0,32611
4572,12.1958888889,11,5,72.406,,"BRUST, JAMES",0,9,109.763,2228691.0,10461
4573,4.56308333333,11,8,6.19,,"BRUSTOVETSKY, NICKOLAY",1,12,54.757,1912922.0,46202
4574,5.6287,10,13,21.506,,"BRUTKIEWICZ, RANDY",1,20,112.574,2188338.0,46202
4575,3.7353125,11,8,13.204,,"BRUZZESE, JEAN-MARIE",1,16,59.765,2029556.0,10032
4576,3.029,36,39,7.359,,"BRYAN, ANGELA",4,53,160.537,5552712.0,80303
4577,5.0995,12,6,15.745,,"BRYAN, JOSEPH",1,8,40.796,1444636.0,98122
4578,4.42661111111,28,9,19.309,,"BRYAN, NATHAN",9,18,79.679,155772.0,78746
4579,5.4645,9,7,6.857,,"BRYAN, ROBERT",0,12,65.574,3034626.0,77030
4580,0.0,0,0,0.0,,"BRYAN, RU",0,0,0.0,667390.0,92161
4581,6.32660869565,26,19,72.406,,"BRYANT, AMY",6,23,145.512,390920.0,83702
4582,4.8938,4,6,11.412,,"BRYANT, CAMRON",0,10,48.938,3268180.0,2118
4583,5.22434210526,21,28,8.402,,"BRYANT, STEPHANIE",4,38,198.525,3619088.0,80303
4584,6.389,16,9,19.896,,"BRYANT, WILLIAM",2,9,57.501,406500.0,66506
4585,18.5921666667,4,11,38.986,,"BRYANT, ZEV",2,12,223.106,1237107.0,94304
4586,3.2705,1,4,4.849,,"BRYANT-FRIEDRICH, AMANDA",0,4,13.082,5000.0,43606
4587,5.30666666667,7,3,9.174,,"BRYANTSEV, ANTON",0,3,15.92,140781.0,30144
4588,6.8482,23,15,13.287,,"BRYCE, PAUL",9,25,171.205,3367537.0,60611
4589,6.681,1,1,6.681,,"BRYCK, RICHARD",1,1,6.681,397565.0,97401
4590,2.4785,15,8,5.168,,"BRYDA, ELIZABETH",0,12,29.742,144527.0,65211
4591,4.5768125,13,12,8.402,,"BRYERS, JAMES",2,16,73.229,3818462.0,98195
4592,2.91633333333,5,1,2.938,,"BRYK, RUSLANA",1,3,8.749,213571.0,10065
4593,3.70239393939,9,22,9.661,,"BRYLINSKI, MICHAL",4,33,122.179,384822.0,70803
4594,10.0282592593,3,25,41.667,,"BRYNILDSEN, MARK",1,27,270.763,1692525.0,8543
4595,2.161,1,1,2.161,,"BRZECZKO, ALBERT",0,1,2.161,299694.0,60067
4596,4.16671428571,6,5,5.843,,"BRZEZINSKI, JOSEPH",1,7,29.167,1545356.0,80045
4597,13.327,17,1,15.606,,"BRZOVIC, PETER",1,3,39.981,1452028.0,98195
4598,7.00131372549,85,36,16.796,,"BU, GUOJUN",8,51,357.067,11464715.0,32224
4599,3.495,9,4,5.233,,"BUB, KRISTEN",1,6,20.97,224659.0,61820
4600,0.0,0,0,0.0,,"BUBECK WARDENBURG,",0,0,0.0,2573000.0,63130
4601,3.391,7,3,4.431,,"BUBULYA, PAULA",0,5,16.955,377388.0,45435
4602,5.76153846154,140,19,19.309,,"BUCALA, RICHARD",11,39,224.7,6793692.0,6520
4603,6.00857142857,22,2,15.307,,"BUCAN, MAJA",0,7,42.06,2884010.0,19104
4604,8.867,8,5,13.858,,"BUCCELLA, DANIELA",0,9,79.803,348180.0,10012
4605,3.39146341463,7,25,8.851,,"BUCCI, DAVID",4,41,139.05,450584.0,3755
4606,6.41883333333,10,5,11.908,,"BUCCI, VANNI",1,6,38.513,464739.0,2747
4607,4.70062295082,31,36,13.164,,"BUCH, SHILPA",10,61,286.738,11688390.0,68198
4608,2.03366666667,2,0,3.806,,"BUCHAN, JOHN",0,3,6.101,602109.0,85721
4609,2.8705,20,6,8.229,,"BUCHANAN, ADAM",0,6,17.223,84884.0,27705
4610,3.0314,8,5,9.661,,"BUCHANAN, GORDON",3,10,30.314,760768.0,52246
4611,2.21807142857,14,8,3.63,,"BUCHANAN, JAMES",5,14,31.053,338625.0,53201
4612,4.46415873016,81,35,15.307,,"BUCHANAN, ROBERT",5,63,281.242,2887466.0,21201
4613,7.412875,24,23,40.137,,"BUCHANAN, SUSAN",9,32,237.212,1694772.0,60612
4614,6.04384210526,71,7,47.831,,"BUCHANAN, THOMAS",0,19,114.833,1363413.0,19716
4615,17.4401176471,96,12,72.406,,"BUCHBINDER, SUSAN",0,17,296.482,7000628.0,91746
4616,9.4684,4,6,30.41,,"BUCHER, DIRK",3,10,94.684,1664211.0,7102
4617,2.50325,8,2,4.889,,"BUCHINSKY, FARREL",0,4,10.013,524992.0,15212
4618,0.0,0,0,0.0,,"BUCHINSKY, MOSHE",0,0,0.0,1113448.0,90095
4619,5.41483333333,5,2,9.174,,"BUCHKOVICH, NICHOLAS",0,6,32.489,373616.0,17033
4620,5.91253333333,86,22,9.89,,"BUCHMAN, ARON",1,30,177.376,6362368.0,60612
4621,2.60953846154,37,20,3.566,,"BUCHMAN, CRAIG",3,26,67.848,185000.0,27599
4622,2.84704166667,46,60,4.14,,"BUCHMAN, STEVEN",2,72,204.987,1816308.0,48109
4623,3.94573913043,28,11,11.922,,"BUCHNER, DAVID",11,23,90.752,558500.0,44106
4624,3.34685185185,159,17,5.789,,"BUCHOLZ, KATHLEEN",0,27,90.365,219219.0,63130
4625,4.51964,44,17,9.619,,"BUCHSBAUM, DONALD",9,25,112.991,387846.0,35294
4626,3.13938235294,82,41,37.205,,"BUCHWALD, DEDRA",7,68,213.478,7630527.0,99164
4627,3.44119047619,18,15,6.259,,"BUCHWALD, PETER",3,21,72.265,1889550.0,33146
4628,12.6825390625,12,72,47.928,,"BUCHWALD, STEPHEN",2,128,1623.365,7650277.0,2142
4629,3.0655,39,9,7.307,,"BUCK, GREGORY",1,16,49.048,647123.0,23298
4630,2.13176470588,21,14,3.755,,"BUCK, HARLEAH",2,17,36.24,147257.0,16802
4631,6.72422222222,35,5,15.066,,"BUCK, JOCHEN",3,9,60.518,1778839.0,10065
4632,0.0,0,0,0.0,,"BUCK, JUSTIN",0,0,0.0,149189.0,2210
4633,3.93344444444,12,3,5.988,,"BUCK, KARI",0,9,35.401,2015132.0,97239
4634,19.0918181818,2,5,40.137,,"BUCK, LINDA",0,11,210.01,1106412.0,98109
4635,4.804,0,4,13.246,,"BUCK, MARTINA",0,8,38.432,862465.0,92161
4636,3.8306,11,9,5.788,,"BUCK, MATTHIAS",1,15,57.459,2330695.0,44106
4637,3.66275,4,3,4.125,,"BUCK, TERESA",0,4,14.651,154000.0,15213
4638,7.497,15,14,29.886,,"BUCKANOVICH, RONALD",2,21,157.437,2689521.0,48109
4639,8.76839130435,36,19,40.137,,"BUCKEE, CAROLINE",3,23,201.673,800471.0,2115
4640,2.38366666667,11,9,3.351,,"BUCKEY, JAY",0,9,21.453,4297509.0,3755
4641,13.5432857143,9,9,37.205,,"BUCKHOLTZ, JOSHUA",3,14,189.606,253500.0,2138
4642,0.0,0,0,0.0,,"BUCKLAND, ERIC",0,0,0.0,3661208.0,27709
4643,3.4319375,7,11,7.296,,"BUCKLER, ANDREW",4,16,54.911,1581871.0,1984
4644,4.09644680851,115,25,17.135,,"BUCKLEY, DAVID",6,47,192.533,363421.0,97239
4645,3.43128571429,13,6,5.081,,"BUCKLEY, ERIN",0,7,24.019,224581.0,30322
4646,6.3106,32,11,37.205,,"BUCKLEY, MARK",1,20,126.212,533863.0,14627
4647,2.6425,16,2,3.222,,"BUCKMAN, JENNIFER",0,6,15.855,173480.0,8854
4648,4.57848,4,15,5.988,,"BUCKMASTER, PAUL",1,25,114.462,3642862.0,94304
4649,4.12008333333,53,7,6.259,,"BUCKNER, FREDERICK",2,12,49.441,1518710.0,98195
4650,6.75535,48,11,16.796,,"BUCKNER, JANE",7,20,135.107,2152294.0,98101
4651,2.87784126984,27,38,4.971,,"BUCKNER, JULIA",1,63,181.304,782365.0,70803
4652,6.724225,61,18,19.95,,"BUCKNER, RANDY",9,40,268.969,1018838.0,2114
4653,4.222625,7,4,9.776,,"BUCKPITT, ALAN",0,8,33.781,1738923.0,95618
4654,2.583,2,0,3.351,,"BUCKWALTER, JOHN",0,2,5.166,303781.0,66506
4655,4.46685714286,10,13,9.89,,"BUCKWALTER, MARION",1,14,62.536,2406309.0,94304
4656,6.0896,14,2,9.661,,"BUCZYNSKI, MATTHEW",2,5,30.448,249000.0,24061
4657,11.146,7,3,30.41,,"BUDANOV, ANDREI",1,5,55.73,877093.0,23298
4658,2.01675,25,8,2.265,,"BUDAY, RICHARD",2,8,16.134,2024375.0,77006
4659,3.89306666667,13,7,7.641,,"BUDD, RALPH",1,15,58.396,862658.0,5405
4660,0.0,0,0,0.0,,"BUDDE, RAYMOND",0,0,0.0,281165.0,77005
4661,3.779,1,1,3.779,,"BUDINGER, GR",1,1,3.779,1682623.0,60611
4662,3.21733333333,30,18,6.442,,"BUDNEY, ALAN",6,27,86.868,4699792.0,3755
4663,12.2473157895,8,13,30.41,,"BUDNIK, VIVIAN",4,19,232.699,6010342.0,1655
4664,5.247,4,5,9.249,,"BUDUNOVA, IRINA",1,8,41.976,2088392.0,60611
4665,3.653,12,6,6.403,,"BUDYGIN, EVGENY",0,10,36.53,1796047.0,27157
4666,19.958,8,1,19.958,,"BUEHLER, STEPHANIE",1,1,19.958,1275550.0,43201
4667,4.518,11,1,4.518,,"BUEHRER, BENJAMIN",0,1,4.518,3478528.0,27709
4668,6.176625,60,26,47.831,,"BUEKENS, PIERRE",3,40,247.065,1403189.0,70118
4669,0.0,0,0,0.0,,"BUELOW, HANNES",0,0,0.0,2791825.0,10461
4670,4.44633333333,2,1,7.307,,"BUENDIA, PATRICIA",0,3,13.339,224029.0,33131
4671,0.0,0,0,0.0,,"BUENING, CHERYL",0,0,0.0,160453.0,80918
4672,6.57466666667,86,11,27.959,,"BUENO, RAPHAEL",3,21,138.068,1708617.0,2115
4673,35.622,20,3,41.667,,"BUENROSTRO, JASON",0,3,106.866,354128.0,2142
4674,3.1205,10,4,4.134,,"BUERK, DONALD",0,6,18.723,523259.0,19096
4675,3.807875,7,5,9.661,,"BUETEFISCH, CATHRIN",1,8,30.463,2846965.0,30322
4676,11.6562777778,24,14,29.886,,"BUETTNER, CHRISTOPH",2,18,209.813,2614131.0,10029
4677,4.54483333333,42,6,9.661,,"BUETTNER, GARRY",2,12,54.538,1557225.0,52246
4678,11.3202666667,7,10,40.137,,"BUFFALO, ELIZABETH",3,15,169.804,5165014.0,98195
4679,4.22595454545,24,16,9.661,,"BUFFENSTEIN, ROCHELLE",8,22,92.971,457725.0,70809
4680,8.2255,24,2,14.176,,"BUFFERD, SARA",1,4,32.902,444681.0,92078
4681,4.652,11,1,4.652,,"BUFFINGTON, DEBORAH",1,1,4.652,2452168.0,48108
4682,5.187,45,11,13.164,,"BUFFLER, PATRICIA",5,26,134.862,2691986.0,94704
4683,2.85888888889,6,8,7.391,,"BUFORD, JOHN",1,9,25.73,1034721.0,43210
4684,4.28938461538,31,20,9.661,,"BUFORD, THOMAS",7,26,111.524,1647168.0,35294
4685,0.0,1,0,0.0,,"BUGBEE, ALAN",0,0,0.0,375000.0,75206
4686,0.0,1,0,0.0,,"BUGNI, TIMOTHY",0,0,0.0,1402834.0,53715
4687,0.0,0,0,0.0,,"BUHER-KANE, JENNIFER",0,0,0.0,649560.0,92617
4688,4.9419375,22,19,19.309,,"BUHIMSCHI, CATALIN",6,48,237.213,621155.0,43205
4689,4.95956818182,19,17,19.309,,"BUHIMSCHI, IRINA",3,44,218.221,1973924.0,43205
4690,13.4663333333,11,5,37.205,,"BUHR, ETHAN",1,6,80.798,369600.0,98195
4691,10.0305,24,1,15.066,,"BUHRLAGE, SARA",0,2,20.061,504721.0,2215
4692,2.5720625,1,13,4.504,,"BUHUSI, CATALIN",1,16,41.153,555611.0,84322
4693,3.6535,7,7,5.988,,"BUHUSI, MONA",0,10,36.535,575975.0,84322
4694,4.043,30,8,13.965,,"BUI, ALEX",0,10,40.43,6174982.0,90095
4695,5.931875,28,12,11.991,,"BUI, JACK",5,16,94.91,1497345.0,92093
